,Name,URL,Text
10,Foreign Currency Credit Card,https://www.bankaletihad.com/en/personal/cards/foreign-currency-credit-card/,"Elevate Program
app. Includes discounts on personal assistance services.
Foreign Currency Credit Card | Bank al Etihad - Jordan
Share Price
Turn any purchase into installments with 0% interest when purchasing from
Exclusive discounts:
Airport services:
Sustainability and Responsible Banking
?
24/7 personal and digital
Fast-track claims:
get in touch
Scan and pay bills from your phone, and transfer money instantly to any of your other accounts.
Activities and tourist attractions:
Protection benefits
before you apply or
Get great deals from stores in our partner network when you pay with your credit card
YQ
Visa Airport Companion
Agoda
To view the other fees, please visit our
here
Investors Presentations
Learn more
One tap payments
Purchase protection:
Travel the world without worrying about exchange rates or fees with our foreign currency credit card.*
Pay like a local
When applying for a card, you can pick your repayment plan. You can opt to pay 100% of the card’s outstanding balance at the end of the cycle or 4% of its balance. If you pay 4%, the remaining amount will be subject to 1.5% monthly interest.
Manage cards on the go
Blog
Apply online now
Spending a yearly minimum of 10,000 JOD or its equivalent in other currencies on your foreign currency card will automatically remove the annual fee.
Hotel and car deals:
Support
Credit limit can be up to 4 times your monthly salary
Everyday benefits
Shopping:
our partner network
Insurance and assistance:
Emergency services:
Access to over 1,300 airport lounges in 500+ cities with unlimited free visits every year for you and one guest through the
Credit cards tailored to you.
Mobile banking
Information and Services
to know more.
Discounts when booking through sites like
FATCA
Learn
IT Governance
A valid passport and work residency for non-Jordanians
Compare Cards
concierge
Saving Account's Winners
Extended warranty:
Travel benefits
Annual Report
Make a complaint or suggestion
Find the right credit card for you.
Customer Feedback Survey
Fraud protection:
Investor Relations
Terms and Privacy
Annual fee: Free for the first year. Second year onward: 150 JOD
Additional fees
Follow
Products - Cards
Up to 20% off meet and assist services at over 450 destinations worldwide. Visit
VIP discounts at luxury hotels with free exclusive benefits and a wide range of car rental options
Earn up to 3% cashback based on your rank every time you use your card
Real Estate for Sale
Free coverage for items you buy with your Visa Infinite card that are stolen, damaged, or not delivered
Foreign Currency Credit Card
Home
Concierge:
Why work for us?
Android download
Knowledge Hub for business
YQ service:
to explore all the benefits
Benefits of Employment
Adds up to one extra year to the manufacturer’s warranty, covering repair or replacement costs
:
Instagram
Careers
webpage.
How do credit card repayments work
Investor News
YouTube
Easy Payment Plans:
.
Corporate Governance
Instant cashback:
Anti-Financial Crime Policy
To apply, you’ll need:
Support for card-related issues, including cancellation of lost or stolen cards within 30 minutes, next-day card replacement, and access to up to $5,000 in emergency cash
See what you’ve spent this month, and stay up to date on your transactions and learn your spending habits to save and spend smarter.
About Us
Hands-free transactions on your behalf using your favorite personal assistant, Siri.
services
Terms & Conditions
A valid national ID for Jordanians
Non-Financial Services
Coverage of up to $3,000 per case and $5,000 per year for unauthorised card use
The Bicester Collection
Facebook
Siri integration
*The following currencies are available on this credit card: USD, EUR, and GBP.
Cards
It is important to understand how your Bank al Etihad credit card works so, please make sure you read the
Multi-trip travel insurance for up to 90 days per trip for you and your family. Services include 24/7 medical support like phone consultations, medicine delivery, referrals to medical providers, pre- and post-hospitalisation support, and more. Call 0097142536024 for assistance. Learn more
, and only 1% interest when purchasing from stores outside the network
A recent salary slip, along with a job offer letter or employment contract
X
and
All your finances at your fingertips
Get exclusive deals from Visa at select fashion, home, and electronics stores worldwide, like The Bicester Collection
CBJ Fraud Awareness Guide
Get in touch
iOS download
High credit limit:
Promotions
Deposits Interest Rates
An account statement for the last 6 months
Faster processing for claims under $500, such as medical costs, trip or baggage delays, cancellations, personal belongings, and purchase protection
Fees and Charges
Easily manage your credit card; pay your bills, control spending limits, and freeze your card if lost or stolen.
Community Engagement
Social Responsibility
Knowledge Hub
Account analytics
Who we are"
11,Debit Card,https://www.bankaletihad.com/en/personal/cards/debit-card/,"Elevate Program
Share Price
Sustainability and Responsible Banking
Contactless payments
Scan and pay bills from your phone, and transfer money instantly to any of your other accounts.
Effortless cashback
A debit card for everyday spending
A debit card you’ll love
Magnetic on/off
Investors Presentations
Learn more
Every time you spend with your card, you earn cashback. Simple as that!
One tap payments
Manage cards on the go
Blog
Set cash withdrawal limits
Enable and disable cash withdrawals
It’s all in one place. Card freezing, spending limits, online payments, turn them on or off with a few taps.
Set location limits
Freeze your card from
Seamless 3D secure push notification
Unparalleled card control
Support
Set travel mode
Instant push notifications
Credit cards tailored to you.
Location based security
Mobile banking
Information and Services
FATCA
Learn
What you need to apply:
IT Governance
Compare Cards
Saving Account's Winners
Set daily and monthly spending limits
Annual Report
Make a complaint or suggestion
Debit Card
Find the right credit card for you.
Customer Feedback Survey
Investor Relations
Terms and Privacy
Spending analytics
Follow
Products - Cards
Stay in control
Real Estate for Sale
Get the best deals and discounts when you shop with your debit card.
A valid national ID, passport, a valid residency permit, your birth certificate, or ID for minors.
Home
Why work for us?
Android download
Report card missing and order replacement in app
Knowledge Hub for business
A recent utility bill – electricity, water, etc
Benefits of Employment
Instagram
Careers
Investor News
YouTube
Personalise your security settings
Corporate Governance
Contactless on/off
Anti-Financial Crime Policy
Discounts from your favourite brands
See what you’ve spent this month, and stay up to date on your transactions and learn your spending habits to save and spend smarter.
About Us
Hands-free transactions on your behalf using your favorite personal assistant, Siri.
Online transactions
Facebook
Non-Financial Services
Safe and secure contactless payments.
Siri integration
Cards
X
All your finances at your fingertips
Debit Card | Bank al Etihad - Jordan
CBJ Fraud Awareness Guide
Get in touch
iOS download
Promotions
Deposits Interest Rates
Get a card you can manage on our app with one tap.
the mobile app
Fees and Charges
Easily manage your credit card; pay your bills, control spending limits, and freeze your card if lost or stolen.
Community Engagement
Social Responsibility
Knowledge Hub
Set spending limits
Account analytics
Who we are"
12,Mobile App,https://www.bankaletihad.com/en/mobile-app/,"Elevate Program
Tap on “Add or change the Passcode”.
Share Price
Understand your spending better
Savings
Step-by-step guides
your cards
Create saving goals for anything, from holidays to a new phone, and track your progress.
Everything you need in
Your money and personal information are protected with top security features, so you can bank with peace of mind.
Where do I find my account details and IBAN?
Sustainability and Responsible Banking
Rewards
How do I share my account details with others?
How do I reset my username?
Access money when
Bank al Etihad app
Call the bank directly from the app with just a few taps.
you need it
Testimonials
21.10.2024
Our support team is available around the clock and ready to assist you through the mobile banking app.
Skip the branch and open your account in minutes directly on our app!
Tap on the three-dotted icon (…) located under the account balance.
Take control of
Our app is simple to navigate, making it easy to manage your banking quickly and efficiently.
App Store
Investors Presentations
Invest in whole or fractional stocks with as little as $1 and diversify your portfolio.
Tap on “App Settings”.
24/7 support
4.3
Scroll down to the “Settings” section.
Blog
you exactly how.
Select “CliQ Instant Payment”.
Benefits
One app for all
Our app makes it easy to access support and find solutions quickly. Here's how:
From the main screen, scroll down to the “Accounts” section.
Support
Credit
Download the app.
Contact us
Get more from your money
“Great app so far! I’m glad I switched banks, it spared me a lot of time!! Overall, a great app, I love it!”
Help
Play Store
Information and Services
Invest in stocks,
From paying bills to applying for loans or issuing virtual prepaid cards, our app lets you handle everything without visiting a branch.
Seamless user experience
Have questions? We’ve got the answers!
Payments
On the passcode screen, tap on “Switch accounts” located at the bottom.
Convenient
FATCA
Accounts
Learn
Start live chat
IT Governance
Saving Account's Winners
Go to help center
Tap on the account you want the details and IBAN for.
Annual Report
Tap on “Forgot User ID?” located at the bottom of the screen.
Make a complaint or suggestion
Downloads
In-app live chat
Customer Feedback Survey
Open and manage your children's accounts, track their transactions, and top up their virtual prepaid cards easily.
“The bank itself is phenomenal, from customer service to functionality to ease of use, it’s all perfect!”
Investor Relations
How can I generate an account statement through the app?
How do I pay a bill through the app?
Terms and Privacy
How do I reset my password?
Follow
Tap on “Share account details”.
Tap on “Hub” located at the bottom of the main screen.
Freeze or unfreeze your cards, set spending limits, and replace lost cards instantly.
Real Estate for Sale
Tap on the account you want to share details for.
Spending
Ahmadwael
Find out more
Get the app
Find quick answers and guides to banking questions with the Help Center feature.
Get real-time support by chatting with one of our contact centre representatives.
Why work for us?
Knowledge Hub for business
Ready to get started?
Benefits of Employment
Life just got easier!
Save as you spend with instant cashback and discounts, and stay updated on your cashback earnings and rank.
1M+
Mobile Banking - Our Mobile App | Bank al Etihad - Jordan
Tap on “+ New Bill”.
Reach your goals quicker
Download the app today!
Careers
Investor News
Instagram
App Design
Omar Rafat
YouTube
Enter your preferred alias name, noting it can’t be longer than 10 characters and must consist of letters or a combination of letters and numbers.
Select “Pay Bill”.
What our users say
•
big or small
Manage your daily finances and work towards long-term goals from one app.
Corporate Governance
Investments
Anti-Financial Crime Policy
Tap on “Account details”.
Connect with us on social media
Tap on “Create a new alias” located at the bottom of the screen.
About Us
Facebook
Non-Financial Services
Pay bills, transfer money, or request payments
when you need to.
an app
Family
Cards
Select the account you want to link to your alias.
An app you’ll love. Where money just makes sense. Spend, save, and invest—all in one app.
X
Tap on the account you want to generate a statement for.
Bank as a family
Need our help?
CBJ Fraud Awareness Guide
How do I create a CliQ alias?
Tap on “Generate statement”.
Get in touch
Promotions
Stay on top of your payments
Help Center
Deposits Interest Rates
Phone
Whatever banking task you need to complete on the app,
Frequently asked questions
Tap on “New sign in”.
Need urgent cash? Get the credit you need to handle unexpected costs easily.
Fees and Charges
Safety and security
Community Engagement
Keep tabs on your finances with tools like our monthly spending report that shows your spending patterns, total earnings and expenses, top categories, and more.
25.5k reviews
Stocks and shares
Tap on “Payment” located at the bottom of the main screen.
Social Responsibility
Knowledge Hub
Select the biller category, then follow the steps for your bill.
our Knowledge Hub provides step-by-step guides to show
Who we are"
13,Business Online Banking,https://www.bankaletihad.com/en/business/business-online-banking/,"Elevate Program
Share Price
Business Banking
Why Etihad for Business?
Sustainability and Responsible Banking
Effortless user roles and permissions
Pay your suppliers and employees in a few clicks
Bill payments
Stay in control of what your users can view or do with customized permissions
Filter, search and download your business card transactions.
Keeping it in the Family
Set daily and internet spending limits.
Enable users to access all or selected accounts, cards and other features
!
Freeze your card in a click.
Investors Presentations
Etihad business banking
Read more
What you get:
Quick and easy bill payments
Blog
Business banking simplified
Business Online Banking | Bank al Etihad - Jordan
Support
Secure and safe banking
Meet Salah, founder of Jordan Chalk Manufacturing Co.
Pay up to thousands of employee salaries at once with bulk payments
Salary payments
Financial solutions tailored to your needs
Information and Services
FATCA
Learn
IT Governance
Saving Account's Winners
Add or remove as many users as your company needs
Annual Report
Local and international transfers at special rates
Make a complaint or suggestion
Business
Customer Feedback Survey
Investor Relations
Manage ATM withdrawals and limits.
Terms and Privacy
Follow
User management
Don’t miss payday!
Stay on top of your bills and never miss any payments
Get inspired
Real Estate for Sale
Easy beneficiary management
Simple card management and real-time spend tracking in one place
Home
Why work for us?
Control when and how your bills are paid
Knowledge Hub for business
Seamless digital experience
Benefits of Employment
Instagram
Careers
Investor News
YouTube
.
Corporate Governance
Move money easily and instantly!
Initiate single or bulk transfers in a matter of seconds
Free account registration
Anti-Financial Crime Policy
Debit cards
Success Stories
About Us
Facebook
Non-Financial Services
Get started with Etihad for Business today!
Local and global transfers
Craft means business
Meet Nisreen, founder of Mistaka Artisanal Cheese
X
Secure and safe transactions
CBJ Fraud Awareness Guide
Assign selected users to confirm payroll payment before submitting the transfer.
Bank safely with security you can trust.
Get in touch
Promotions
Deposits Interest Rates
Fees and Charges
Community Engagement
Social Responsibility
Knowledge Hub
Who we are"
14,Business Banking Overview,https://www.bankaletihad.com/en/business/,"Elevate Program
Share Price
For your everyday business.
Business Banking
Sustainability and Responsible Banking
Point of Sale
Overdraft Plus
Better business, together.
CURRENT PLUS ACCOUNT
Keeping it in the Family
Startup Loan
Business credit card
Investors Presentations
Etihad business banking
Read more
Business Banking | Bank al Etihad - Jordan
Blog
EIB business Loan
Sector-Specific Lending
Knowledge hub for business
Support
Meet Salah, founder of Jordan Chalk Manufacturing Co.
Information and Services
Banking as a Service
Learn
FATCA
IT Governance
Saving Account's Winners
Annual Report
Make a complaint or suggestion
Business
Customer Feedback Survey
Investor Relations
Benefit from our non-financial services
Terms and Privacy
Follow
Get More From your Business Banking
Get inspired
Real Estate for Sale
Large Corporates
Find out more
Home
Why work for us?
Trade Finance
Knowledge Hub for business
Personal establishment account
BUSINESS ONLINE BANKING
Benefits of Employment
Current Plus Account
Non Financial Services
Instagram
Careers
Investor News
365 Days Fee-Free Start-up Program
YouTube
Business Banking for Large Corporations
Ready to get started? Apply online now
Corporate Governance
Green future loan
Open an account
Anti-Financial Crime Policy
Business Loans
Success Stories
About Us
Facebook
Non-Financial Services
Take charge of your business with high credit limits.
Manage all your finances, anytime.
Craft means business
Meet Nisreen, founder of Mistaka Artisanal Cheese
X
CBJ Fraud Awareness Guide
Get in touch
SME Transfer Bundles
Promotions
Access to innovative tools and expert advice, designed to help you scale your business.
Deposits Interest Rates
Find the perfect finance plan for your business.
Fees and Charges
Community Engagement
Social Responsibility
Knowledge Hub
Who we are"
15,Startup Program,https://www.bankaletihad.com/en/business/startup-program/,"Elevate Program
Anti-Financial Crime Policy
Share Price
Get inspired
Success Stories
Online Banking and User Management
About Us
Real Estate for Sale
Sustainability and Responsible Banking
Support
FREE Foreign Currency Deposits
Business Tools & Support
Meet Salah, founder of Jordan Chalk Manufacturing Co.
*Terms and conditions apply
Non-Financial Services
Facebook
Our favorite benefits of this plan are:
FREE Management of Bank al Etihad Post-Dated Cheques (PDCs)
NO Visa Electron Fee
Home
Craft means business
Keeping it in the Family
Why work for us?
365 Days Fee-Free Start-up Program | Bank al Etihad - Jordan
Meet Nisreen, founder of Mistaka Artisanal Cheese
Information and Services
X
Knowledge Hub for business
CBJ Fraud Awareness Guide
FATCA
Learn
Benefits of Employment
Get in touch
FREE Account Management
Promotions
IT Governance
FREE Domestic & International Transfers
Deposits Interest Rates
Instagram
Saving Account's Winners
Careers
Investors Presentations
Investor News
Read more
365 Days Fee-Free Start-up Program
The early stage of starting a business can be challenging, so we’re here to make your everyday banking easy and help you grow.
Annual Report
Pre-approved Credit Card
Fees and Charges
Make a complaint or suggestion
You will also be able to access exclusive discounts and easy payment plans for services and stores!
YouTube
NO Minimum Account Balance
Business
Therefore, startups under the age of 2 years are offered a 365-day fee-free banking plan designed for them.
Community Engagement
Investor Relations
Social Responsibility
Customer Feedback Survey
Blog
Legal Support
Knowledge Hub
Apply online now
Terms and Privacy
FREE Cheque Book Management
Follow
Corporate Governance
Who we are"
16,Knowledge Hub (Business),https://www.bankaletihad.com/en/knowledge-hub/business/,"Transfer
Elevate Program
Anti-Financial Crime Policy
Paying your bills is now faster and easier than ever through Business Banking!
Share Price
Real Estate for Sale
About Us
Support
Sustainability and Responsible Banking
Keep up to date with our knowledge hub
Pay Bills
Likes
Personal
Account
Non-Financial Services
Facebook
sending Transfer through CliQ –  Instant transfer easier than ever
328
57
Home
Why work for us?
Information and Services
Generate Statements
X
Knowledge Hub for business
CBJ Fraud Awareness Guide
Account Management
All week at any time, Manage your Account with your Etihad Online with only a few steps!
FATCA
Accounts
Benefits of Employment
Learn
Statement
271
IT Governance
Promotions
Deposits Interest Rates
Get in touch
Instagram
Saving Account's Winners
Careers
Investors Presentations
Investor News
Read more
Annual Report
Bills
Fees and Charges
Make a complaint or suggestion
CliQ Transfers
YouTube
Community Engagement
Business
5349
Knowledge Hub Banking - Business Products & Services' Guides | Bank al Etihad - Jordan
Investor Relations
Get your bank statement in just a few moments, straight from your business banking!
Social Responsibility
Blog
Customer Feedback Survey
Filters
Knowledge Hub
Terms and Privacy
Follow
Corporate Governance
Who we are"
17,Transfer Safety Tips,https://www.bankaletihad.com/en/personal/transfers/transfer-safety-tips/,"If you suspect you’re a victim of transfer fraud, take immediate action. Contact us on + (962) 6 560 0444 right away so we can notify the financial institution to which the transfer was sent.
Elevate Program
Anti-Financial Crime Policy
Act quickly if fraud is suspected
Share Price
Verify payment details
See what you’ve spent this month, and stay up to date on your transactions and learn your spending habits to save and spend smarter.
Real Estate for Sale
About Us
Support
Sustainability and Responsible Banking
Hands-free transactions on your behalf using your favorite personal assistant, Siri.
Make sure to use a different way to communicate with the payee than how they contacted you. For example, if they reached by email, call the payee instead.
Non-Financial Services
Facebook
Siri integration
blog articles
Be careful about urgent requests
Transfer Safety Tips | Bank al Etihad - Jordan
When you get payment details for a new account or see any changes or red flags in payment information, make sure to double-check them directly with the payee.This is crucial, especially if it's a new payee, a different bank, or an unexpected country!
Fraudsters often create a sense of urgency to manipulate victims. If you receive a transfer request that’s unexpected or urgent, take a moment to evaluate the situation before proceeding.
Home
Scan and pay bills from your phone, and transfer money instantly to any of your other accounts.
Transfer Safety Tips
Mobile banking
Why work for us?
Information and Services
Android download
X
Knowledge Hub for business
All your finances at your fingertips
CBJ Fraud Awareness Guide
FATCA
iOS download
Benefits of Employment
Learn
Explore our
Promotions
IT Governance
Get in touch
Deposits Interest Rates
We will inform them of the suspected fraud and request a halt to further transfers.
Instagram
Saving Account's Winners
Careers
for more insights and tips on safeguarding your finances.
Investors Presentations
Investor News
One tap payments
In some cases, fraudulently transferred money can be recovered if quick action is taken.
Annual Report
Fees and Charges
Make a complaint or suggestion
Keep up to date with the latest tactics fraudsters are using and learn how to protect yourself from potential threats.
YouTube
Easily manage your credit card; pay your bills, control spending limits, and freeze your card if lost or stolen.
Community Engagement
Manage cards on the go
Customer Feedback Survey
Transfers
Investor Relations
Social Responsibility
Blog
Stay informed on scams
Knowledge Hub
Terms and Privacy
Follow
Corporate Governance
Account analytics
Who we are"
18,Money Transfers,https://www.bankaletihad.com/en/personal/transfers/,"Open an account
Elevate Program
Anti-Financial Crime Policy
Share Price
Money Transfers | Bank al Etihad - Jordan
See what you’ve spent this month, and stay up to date on your transactions and learn your spending habits to save and spend smarter.
Real Estate for Sale
About Us
Support
Sustainability and Responsible Banking
Hands-free transactions on your behalf using your favorite personal assistant, Siri.
Ready to get started? Apply online today
Bank Transfers
Facebook
Non-Financial Services
Siri integration
Find out more
ACH Transfer
Home
Instant CliQ transfers whenever you need them
Scan and pay bills from your phone, and transfer money instantly to any of your other accounts.
Transfer Safety Tips
Mobile banking
Products - Transfer
Why work for us?
Information and Services
Android download
X
Knowledge Hub for business
All your finances at your fingertips
CBJ Fraud Awareness Guide
FATCA
iOS download
Benefits of Employment
Learn
Get in touch
Promotions
IT Governance
Deposits Interest Rates
Instagram
Local and global transfers, within your reach.
Saving Account's Winners
Careers
Investors Presentations
Investor News
CliQ Instant Transfers
Western Union Transfers
One tap payments
Annual Report
Fees and Charges
Make a complaint or suggestion
YouTube
Money transfers just when you need them!
Easily manage your credit card; pay your bills, control spending limits, and freeze your card if lost or stolen.
Community Engagement
Manage cards on the go
Customer Feedback Survey
Transfers
Investor Relations
Social Responsibility
Blog
Explore some essential transfer safety tips to ensure your money reaches its intended destination securely and to have a smooth and worry-free experience:
Knowledge Hub
Terms and Privacy
Follow
Corporate Governance
Account analytics
Who we are"
19,Interest Rates on Deposits,https://www.bankaletihad.com/en/interest-rate-on-deposits/,"Interest Rates on Deposits | Bank al Etihad - Jordan
Elevate Program
Interest rate on Deposits
Anti-Financial Crime Policy
Share Price
Read our full Deposit and Certificate of Deposits Interest rate.
See what you’ve spent this month, and stay up to date on your transactions and learn your spending habits to save and spend smarter.
Real Estate for Sale
About Us
Support
Sustainability and Responsible Banking
Hands-free transactions on your behalf using your favorite personal assistant, Siri.
Facebook
Non-Financial Services
Siri integration
Home
Scan and pay bills from your phone, and transfer money instantly to any of your other accounts.
Stay informed with the latest interest rates for our term deposits and certificates of deposit. We update our PDF every week to provide you with the most recent rates and help you make the best decisions for your savings.
Mobile banking
Why work for us?
Information and Services
Android download
X
Knowledge Hub for business
All your finances at your fingertips
CBJ Fraud Awareness Guide
FATCA
iOS download
Benefits of Employment
Learn
Get in touch
Promotions
IT Governance
Deposits Interest Rates
Instagram
Saving Account's Winners
Careers
Investors Presentations
Investor News
One tap payments
Annual Report
Fees and Charges
Make a complaint or suggestion
YouTube
Easily manage your credit card; pay your bills, control spending limits, and freeze your card if lost or stolen.
Community Engagement
Manage cards on the go
Customer Feedback Survey
Investor Relations
Social Responsibility
Blog
Knowledge Hub
Terms and Privacy
Follow
Corporate Governance
Account analytics
Who we are"
20,Annual Reports,https://www.bankaletihad.com/en/annual-reports/,"Elevate Program
Anti-Financial Crime Policy
Share Price
Annual Report 2023
Discover the milestones and progress in each report as we navigate the realms of financial excellence and social responsibility
See what you’ve spent this month, and stay up to date on your transactions and learn your spending habits to save and spend smarter.
About Us
Annual Report 2024
Sustainability and Responsible Banking
Hands-free transactions on your behalf using your favorite personal assistant, Siri.
Real Estate for Sale
Support
Facebook
Non-Financial Services
Siri integration
Explore Bank al Etihad’s complete set of annual reports, which provide a comprehensive view of our journey and future plans. These reports showcase strategies, achievements, and highlight key aspects, such as financial performance, sustainability, social responsibility, and more.
Home
Annual Reports
Scan and pay bills from your phone, and transfer money instantly to any of your other accounts.
Mobile banking
Annual Report 2022
Why work for us?
Information and Services
Android download
X
Knowledge Hub for business
Annual Report 2019
All your finances at your fingertips
CBJ Fraud Awareness Guide
FATCA
iOS download
Benefits of Employment
Learn
Get in touch
Promotions
IT Governance
Deposits Interest Rates
Annual Report 2021
Annual Report 2020
Instagram
Saving Account's Winners
Careers
Annual Report 2018
Investors Presentations
Investor News
One tap payments
Annual Report 2017
Explore Bank al Etihad Annual Reports  | Bank al Etihad - Jordan
Annual Report
Fees and Charges
Make a complaint or suggestion
YouTube
Easily manage your credit card; pay your bills, control spending limits, and freeze your card if lost or stolen.
Community Engagement
Manage cards on the go
Customer Feedback Survey
Investor Relations
Social Responsibility
Blog
Knowledge Hub
Terms and Privacy
Follow
Corporate Governance
Account analytics
Who we are
Annual Report 2016"
21,W8 Disclosure,https://www.bankaletihad.com/en/direct/w8-disclosure/,"Elevate Program
Anti-Financial Crime Policy
DriveWealth Customer Account Agreement
Share Price
By checking the box below I acknowledge that I have read the market data agreements below from the represented exchanges, and I hereby certify that I qualify as a non-professional pursuant to the definitions described herein.
Rule 14b-1(c) of the Securities Exchange Act, unless you object, requires us to disclose to an issuer, upon its request, the names, addresses, and securities positions of our customers who are beneficial owners of the issuer's securities held by us in nominee name. The issuer would be permitted to use your name and other related information for corporation communication only.
1 December 2024
Margin Risk Disclosure Statement
See what you’ve spent this month, and stay up to date on your transactions and learn your spending habits to save and spend smarter.
About Us
Real Estate for Sale
Sustainability and Responsible Banking
DriveWealth agreements and disclosures
Hands-free transactions on your behalf using your favorite personal assistant, Siri.
Support
Facebook
Non-Financial Services
Siri integration
Trading Disclosure
Privacy Policy
W9 Agreement (U.S. Citizens and Permanent Residents)
See All
Scan and pay bills from your phone, and transfer money instantly to any of your other accounts.
Mobile banking
Why work for us?
Information and Services
NASDAQ Subscriber Agreement
Android download
X
Knowledge Hub for business
Market Data Agreements
All your finances at your fingertips
CBJ Fraud Awareness Guide
Terms of Use
FATCA
iOS download
Benefits of Employment
Learn
Get in touch
Promotions
IT Governance
Deposits Interest Rates
Instagram
Saving Account's Winners
Careers
Investors Presentations
Investor News
Phone
One tap payments
Annual Report
NYSE/AMEX Subscriber Agreement
Fees and Charges
Make a complaint or suggestion
YouTube
Easily manage your credit card; pay your bills, control spending limits, and freeze your card if lost or stolen.
Manage your money anywhere, with secure mobile banking. Simply enter your mobile number and we’ll text you a download link so you can get it from the app store.
W8 Disclosure | Bank al Etihad - Jordan
Manage cards on the go
Community Engagement
Investor Relations
Social Responsibility
Send
Blog
Customer Feedback Survey
Rule 14b1(c)
Sign up now without fees
Knowledge Hub
Terms and Privacy
Follow
Corporate Governance
Account analytics
Who we are"
